id,LON,LAT
BV003132717_0011,0.6309598995554863,0.9083503493114586
BV003132717_0017,0.34014736004198365,0.08515748151695249
BV003132717_0053,0.374081780762217,0.06333867563022776
BV003132717_0065,0.3901691320306184,0.11309366333105043
BV003132717_0075,0.38684543253609305,0.09807833094020628
BV003132717_0084,0.302730428632502,0.9978847656335531
BV003132717_0085,0.7008275318167936,0.2972721254628476
BV003132717_0087,0.2511697145922435,0.9122624351406314
BV003132717_0089,0.8605907451106023,0.5675471148670341
BV003132717_0091,0.27700333874131466,0.9359314107180483
BV003132717_0093,0.32412237450827697,0.940989225172217
BV003132717_0095,0.26375330290586746,0.9452039232339169
BV003132717_0097,0.7414110512124176,0.539865594784518
BV003132717_0099,0.21571205003458624,0.7749112517879623
BV003132717_0101,0.6546939043785576,0.10969460396902916
BV003132717_0105,0.6300276074191618,0.09669790093088579
BV003132717_0107,0.611862134375761,0.8365758197943631
BV003132717_0109,0.6253079384093524,0.11926707337166075
BV003132717_0113,0.6134858850564008,0.1333427879616831
BV003132717_0115,0.27820206767419337,0.9136824597439351
BV003132717_0117,0.6792371528902357,0.16430580048901308
BV003132717_0121,0.8074338773434471,0.48642697774341653
BV003132717_0125,0.30712266704494545,0.943265359496073
BV003132717_0129,0.6509513144005494,0.1473677181755621
BV003132717_0133,0.6418738349318697,0.12901189938915142
BV003132717_0135,0.5960278343494008,0.8312940976441606
BV003132717_0137,0.5603001597892401,0.15266483535381428
BV003132717_0139,0.5881653710852612,0.9184672950885479
BV003132717_0141,0.6305232525614607,0.4450669168468949
BV003132717_0143,0.23149915889574801,0.772047020360347
BV003132717_0145,0.6037896956756431,0.0990636491454695
BV003132717_0147,0.2469152768632637,0.7608893864576785
BV003132717_0149,0.5947759775088987,0.12311581060080504
BV003132717_0151,0.831472894214182,0.6683227630593207
BV003132717_0153,0.5470281539005517,0.14540220220790084
BV003132717_0155,0.6017352301624231,0.9103905729108716
BV003132717_0157,0.601159816140093,0.427582469583278
BV003132717_0159,0.2293371493384817,0.8082416053243009
BV003132717_0161,0.8596386512557219,0.5432966959253728
BV003132717_0163,0.5809814868295955,0.824704246530366
BV003132717_0165,0.5383276023387504,0.13214301204410117
BV003132717_0167,0.33505487623167557,0.29264397761627975
BV003132717_0169,0.6333864798526619,0.18179898748722853
BV003132717_0171,0.5865952245529693,0.768993469586585
BV003132717_0173,0.7643811027732346,0.5502015034477977
BV003132717_0175,0.6129692436444433,0.8999244483078553
BV003132717_0177,0.7627863381300783,0.5682509609018154
BV003132717_0179,0.6128189585713354,0.7522786530875913
BV003132717_0181,0.6020485982149822,0.7306990862634491
BV008944838_0007,1.0786402308166791,0.41908841036695654
BV008944838_0015,0.8381474704526152,0.22466231031859937
BV008944838_0019,0.9476939235315242,0.13658081526822619
BV008944838_0021,0.6935995695913606,0.45506564142667716
BV008944838_0023,0.8319398639834426,0.2695471083211088
BV008944838_0025,0.9589313647495877,0.5548344304752132
BV008944838_0027,0.7758066391881405,0.22375865604013614
BV008944838_0031,0.8759422407468648,0.39488034333470706
BV008944838_0033,0.89824165928255,0.3816071371397016
BV008944838_0035,0.8352673804676951,0.3598716622710674
BV008944838_0037,0.8018449256856375,0.24756842688647687
BV008944838_0041,0.8857283165297221,0.5154512655279189
BV008944838_0043,0.7633797383713516,0.3058088737832837
BV008944838_0045,0.8223594257531704,0.3399318541673851
BV008944838_0047,0.9168857044961065,0.4022988025778796
BV008944838_0051,0.832549354808062,0.47114152257448094
BV008944838_0053,0.7426415493350857,0.4909561848175093
BV008944838_0055,0.6302372030952945,0.37943876709789287
BV008944838_0057,0.899218280889277,0.3122161766444752
